"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców ujętych w stałym obwodzie w CRW z urzędu na podstawie adresu stałego zameldowania";"Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek";"w tym liczba wyborców posiadających obywatelstwo krajów UE";"w tym liczba wyborców posiadających obywatelstwo UK";"Liczba osób pozbawionych prawa wybierania ogółem";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo krajów UE";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo UK"
"=""180707""";"gm. Miejsce Piastowe";"krośnieński";"Krosno";13465;10980;10902;78;0;0;27;0;0
"=""180708""";"gm. Rymanów";"krośnieński";"Krosno";15563;12496;12455;41;0;0;29;0;0
"=""180709""";"gm. Wojaszówka";"krośnieński";"Krosno";9331;7514;7496;18;0;0;23;0;0
"=""180710""";"gm. Jaśliska";"krośnieński";"Krosno";2110;1708;1695;13;0;0;7;0;0
"Powiat leżajski";"";"";"";67328;54766;54459;307;0;0;200;0;0
"=""180801""";"m. Leżajsk";"leżajski";"Rzeszów";12826;10940;10796;144;0;0;24;0;0
"=""180802""";"gm. Grodzisko Dolne";"leżajski";"Rzeszów";7909;6386;6359;27;0;0;9;0;0
"=""180803""";"gm. Kuryłówka";"leżajski";"Rzeszów";5575;4460;4425;35;0;0;11;0;0
"=""180804""";"gm. Leżajsk";"leżajski";"Rzeszów";20051;15968;15943;25;0;0;106;0;0
"=""180805""";"gm. Nowa Sarzyna";"leżajski";"Rzeszów";20967;17012;16936;76;0;0;50;0;0
"Powiat lubaczowski";"";"";"";53649;44127;43856;271;1;0;313;0;0
"=""180901""";"m. Lubaczów";"lubaczowski";"Przemyśl";11345;9483;9437;46;0;0;75;0;0
"=""180902""";"gm. Cieszanów";"lubaczowski";"Przemyśl";6893;5763;5730;33;1;0;12;0;0
"=""180903""";"gm. Horyniec-Zdrój";"lubaczowski";"Przemyśl";4456;3703;3644;59;0;0;13;0;0
"=""180904""";"gm. Lubaczów";"lubaczowski";"Przemyśl";9182;7419;7367;52;0;0;24;0;0
"=""180905""";"gm. Narol";"lubaczowski";"Przemyśl";7655;6318;6295;23;0;0;94;0;0
"=""180906""";"gm. Oleszyce";"lubaczowski";"Przemyśl";6220;5047;5011;36;0;0;17;0;0
"=""180907""";"gm. Stary Dzików";"lubaczowski";"Przemyśl";4185;3444;3432;12;0;0;11;0;0
"=""180908""";"gm. Wielkie Oczy";"lubaczowski";"Przemyśl";3713;2950;2940;10;0;0;67;0;0
"Powiat łańcucki";"";"";"";80138;63696;63419;277;0;0;185;0;0
"=""181001""";"m. Łańcut";"łańcucki";"Rzeszów";17053;13972;13852;120;0;0;43;0;0
"=""181002""";"gm. Białobrzegi";"łańcucki";"Rzeszów";8653;6811;6805;6;0;0;19;0;0
"=""181003""";"gm. Czarna";"łańcucki";"Rzeszów";11835;9279;9257;22;0;0;32;0;0
"=""181004""";"gm. Łańcut";"łańcucki";"Rzeszów";21681;17123;17053;70;0;0;51;0;0
"=""181005""";"gm. Markowa";"łańcucki";"Rzeszów";6471;5123;5100;23;0;0;18;0;0
"=""181006""";"gm. Rakszawa";"łańcucki";"Rzeszów";7411;5856;5841;15;0;0;15;0;0
"=""181007""";"gm. Żołynia";"łańcucki";"Rzeszów";7034;5532;5511;21;0;0;7;0;0
"Powiat mielecki";"";"";"";131562;106093;105593;500;2;0;286;0;0
"=""181101""";"m. Mielec";"mielecki";"Tarnobrzeg";55537;45784;45599;185;0;0;121;0;0
"=""181102""";"gm. Borowa";"mielecki";"Tarnobrzeg";5377;4383;4351;32;0;0;10;0;0
"=""181103""";"gm. Czermin";"mielecki";"Tarnobrzeg";7146;5613;5582;31;0;0;8;0;0
"=""181104""";"gm. Gawłuszowice";"mielecki";"Tarnobrzeg";2780;2204;2189;15;0;0;6;0;0
"=""181105""";"gm. Mielec";"mielecki";"Tarnobrzeg";13315;10769;10712;57;2;0;25;0;0
"=""181106""";"gm. Padew Narodowa";"mielecki";"Tarnobrzeg";5268;4249;4221;28;0;0;25;0;0
"=""181107""";"gm. Przecław";"mielecki";"Tarnobrzeg";11999;9313;9257;56;0;0;32;0;0
"=""181108""";"gm. Radomyśl Wielki";"mielecki";"Tarnobrzeg";14223;11215;11180;35;0;0;28;0;0
"=""181109""";"gm. Tuszów Narodowy";"mielecki";"Tarnobrzeg";8260;6528;6486;42;0;0;15;0;0
"=""181110""";"gm. Wadowice Górne";"mielecki";"Tarnobrzeg";7657;6035;6016;19;0;0;16;0;0
"Powiat niżański";"";"";"";64526;53195;52818;377;0;0;145;0;0
"=""181201""";"gm. Harasiuki";"niżański";"Tarnobrzeg";5939;4915;4894;21;0;0;24;0;0
"=""181202""";"gm. Jarocin";"niżański";"Tarnobrzeg";5315;4382;4335;47;0;0;14;0;0
"=""181203""";"gm. Jeżowe";"niżański";"Tarnobrzeg";10074;7984;7918;66;0;0;24;0;0
"=""181204""";"gm. Krzeszów";"niżański";"Tarnobrzeg";4176;3458;3426;32;0;0;1;0;0
"=""181205""";"gm. Nisko";"niżański";"Tarnobrzeg";21160;17574;17464;110;0;0;49;0;0
"=""181206""";"gm. Rudnik nad Sanem";"niżański";"Tarnobrzeg";9788;8120;8060;60;0;0;19;0;0
"=""181207""";"gm. Ulanów";"niżański";"Tarnobrzeg";8074;6762;6721;41;0;0;14;0;0
"Powiat przemyski";"";"";"";72665;58685;58009;676;0;0;187;0;0
"=""181301""";"gm. Bircza";"przemyski";"Przemyśl";6320;5196;5094;102;0;0;6;0;0
"=""181302""";"gm. Dubiecko";"przemyski";"Przemyśl";9087;7370;7308;62;0;0;25;0;0
"=""181303""";"gm. Fredropol";"przemyski";"Przemyśl";5300;4359;4271;88;0;0;17;0;0
"=""181304""";"gm. Krasiczyn";"przemyski";"Przemyśl";5114;4116;3996;120;0;0;22;0;0
"=""181305""";"gm. Krzywcza";"przemyski";"Przemyśl";4740;3808;3793;15;0;0;9;0;0
"=""181306""";"gm. Medyka";"przemyski";"Przemyśl";6373;5080;5042;38;0;0;19;0;0
"=""181307""";"gm. Orły";"przemyski";"Przemyśl";8751;6991;6935;56;0;0;26;0;0
"=""181308""";"gm. Przemyśl";"przemyski";"Przemyśl";10383;8373;8299;74;0;0;17;0;0
"=""181309""";"gm. Stubno";"przemyski";"Przemyśl";3901;3140;3122;18;0;0;13;0;0
"=""181310""";"gm. Żurawica";"przemyski";"Przemyśl";12696;10252;10149;103;0;0;33;0;0
"Powiat przeworski";"";"";"";76845;62267;61788;479;0;0;159;0;0
"=""181401""";"m. Przeworsk";"przeworski";"Przemyśl";14434;11996;11936;60;0;0;22;0;0
"=""181402""";"gm. Adamówka";"przeworski";"Przemyśl";4095;3296;3282;14;0;0;7;0;0
"=""181403""";"gm. Gać";"przeworski";"Przemyśl";4551;3638;3580;58;0;0;10;0;0
"=""181404""";"gm. Jawornik Polski";"przeworski";"Przemyśl";4366;3623;3525;98;0;0;15;0;0
"=""181405""";"gm. Kańczuga";"przeworski";"Przemyśl";11992;9807;9731;76;0;0;26;0;0
"=""181406""";"gm. Przeworsk";"przeworski";"Przemyśl";14739;11740;11696;44;0;0;23;0;0
"=""181407""";"gm. Sieniawa";"przeworski";"Przemyśl";6955;5712;5629;83;0;0;14;0;0
"=""181408""";"gm. Tryńcza";"przeworski";"Przemyśl";8550;6720;6704;16;0;0;32;0;0
"=""181409""";"gm. Zarzecze";"przeworski";"Przemyśl";7163;5735;5705;30;0;0;10;0;0
"Powiat ropczycko-sędziszowski";"";"";"";74131;58622;58411;211;1;0;191;0;0
"=""181501""";"gm. Iwierzyce";"ropczycko-sędziszowski";"Rzeszów";7815;6141;6093;48;0;0;16;0;0
"=""181502""";"gm. Ostrów";"ropczycko-sędziszowski";"Rzeszów";7437;5848;5818;30;0;0;8;0;0
"=""181503""";"gm. Ropczyce";"ropczycko-sędziszowski";"Rzeszów";27286;21471;21426;45;0;0;100;0;0
"=""181504""";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"Rzeszów";23623;18789;18717;72;0;0;42;0;0
"=""181505""";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"Rzeszów";7970;6373;6357;16;1;0;25;0;0
"Powiat rzeszowski";"";"";"";170367;134102;133417;685;1;0;438;0;0
"=""181601""";"m. Dynów";"rzeszowski";"Rzeszów";5970;4866;4839;27;1;0;12;0;0
"=""181602""";"gm. Błażowa";"rzeszowski";"Rzeszów";10790;8650;8614;36;0;0;39;0;0
"=""181603""";"gm. Boguchwała";"rzeszowski";"Rzeszów";20749;16412;16352;60;0;0;39;0;0
"=""181604""";"gm. Chmielnik";"rzeszowski";"Rzeszów";6983;5511;5451;60;0;0;19;0;0
"=""181605""";"gm. Dynów";"rzeszowski";"Rzeszów";6736;5449;5430;19;0;0;16;0;0
"=""181606""";"gm. Głogów Małopolski";"rzeszowski";"Rzeszów";18858;14628;14539;89;0;0;41;0;0
"=""181607""";"gm. Hyżne";"rzeszowski";"Rzeszów";7004;5546;5532;14;0;0;17;0;0
"=""181608""";"gm. Kamień";"rzeszowski";"Rzeszów";6984;5604;5581;23;0;0;19;0;0
"=""181609""";"gm. Krasne";"rzeszowski";"Rzeszów";12304;9517;9440;77;0;0;19;0;0
"=""181610""";"gm. Lubenia";"rzeszowski";"Rzeszów";6443;5200;5172;28;0;0;12;0;0
"=""181611""";"gm. Sokołów Małopolski";"rzeszowski";"Rzeszów";17218;13426;13389;37;0;0;65;0;0
"=""181612""";"gm. Świlcza";"rzeszowski";"Rzeszów";16185;12823;12747;76;0;0;35;0;0
"=""181613""";"gm. Trzebownisko";"rzeszowski";"Rzeszów";23235;17928;17848;80;0;0;87;0;0
"=""181614""";"gm. Tyczyn";"rzeszowski";"Rzeszów";10908;8542;8483;59;0;0;18;0;0
"Powiat sanocki";"";"";"";89994;73894;73481;413;0;0;224;0;0
"=""181701""";"m. Sanok";"sanocki";"Krosno";33949;28751;28536;215;0;0;97;0;0
"=""181702""";"gm. Besko";"sanocki";"Krosno";4458;3493;3484;9;0;0;11;0;0
"=""181703""";"gm. Bukowsko";"sanocki";"Krosno";5398;4248;4234;14;0;0;14;0;0
"=""181704""";"gm. Komańcza";"sanocki";"Krosno";4299;3676;3647;29;0;0;5;0;0
"=""181705""";"gm. Sanok";"sanocki";"Krosno";18065;14453;14407;46;0;0;41;0;0
"=""181706""";"gm. Tyrawa Wołoska";"sanocki";"Krosno";1990;1585;1570;15;0;0;5;0;0
"=""181707""";"gm. Zagórz";"sanocki";"Krosno";12804;10409;10362;47;0;0;28;0;0
"=""181708""";"gm. Zarszyn";"sanocki";"Krosno";9031;7279;7241;38;0;0;23;0;0
"Powiat stalowowolski";"";"";"";99285;82337;81947;390;1;0;194;0;0
"=""181801""";"m. Stalowa Wola";"stalowowolski";"Tarnobrzeg";53677;45289;45094;195;0;0;104;0;0
"=""181802""";"gm. Bojanów";"stalowowolski";"Tarnobrzeg";7618;6173;6137;36;0;0;13;0;0
"=""181803""";"gm. Pysznica";"stalowowolski";"Tarnobrzeg";11549;9365;9328;37;1;0;14;0;0
"=""181804""";"gm. Radomyśl nad Sanem";"stalowowolski";"Tarnobrzeg";7193;5847;5816;31;0;0;9;0;0
"=""181805""";"gm. Zaklików";"stalowowolski";"Tarnobrzeg";8277;6805;6747;58;0;0;34;0;0
"=""181806""";"gm. Zaleszany";"stalowowolski";"Tarnobrzeg";10971;8858;8825;33;0;0;20;0;0
"Powiat strzyżowski";"";"";"";59818;48658;48487;171;0;0;255;0;0
"=""181901""";"gm. Czudec";"strzyżowski";"Rzeszów";11634;9295;9258;37;0;0;77;0;0
"=""181902""";"gm. Frysztak";"strzyżowski";"Rzeszów";10253;8370;8341;29;0;0;70;0;0
"=""181903""";"gm. Niebylec";"strzyżowski";"Rzeszów";10355;8335;8298;37;0;0;40;0;0
"=""181904""";"gm. Strzyżów";"strzyżowski";"Rzeszów";19724;16221;16169;52;0;0;47;0;0
"=""181905""";"gm. Wiśniowa";"strzyżowski";"Rzeszów";7852;6437;6421;16;0;0;21;0;0
"Powiat tarnobrzeski";"";"";"";51261;42386;42158;228;0;0;89;0;0
"=""182001""";"gm. Baranów Sandomierski";"tarnobrzeski";"Tarnobrzeg";11491;9515;9444;71;0;0;23;0;0
"=""182002""";"gm. Gorzyce";"tarnobrzeski";"Tarnobrzeg";12682;10354;10305;49;0;0;19;0;0
"=""182003""";"gm. Grębów";"tarnobrzeski";"Tarnobrzeg";9966;8126;8059;67;0;0;22;0;0
"=""182004""";"gm. Nowa Dęba";"tarnobrzeski";"Tarnobrzeg";17122;14391;14350;41;0;0;25;0;0
"Powiat leski";"";"";"";25922;21423;21144;279;0;0;63;0;0
"=""182101""";"gm. Baligród";"leski";"Krosno";3158;2586;2571;15;0;0;4;0;0
"=""182102""";"gm. Cisna";"leski";"Krosno";1744;1462;1395;67;0;0;4;0;0
"=""182103""";"gm. Lesko";"leski";"Krosno";10845;9005;8935;70;0;0;32;0;0
"=""182104""";"gm. Olszanica";"leski";"Krosno";4830;3948;3920;28;0;0;10;0;0
"=""182105""";"gm. Solina";"leski";"Krosno";5345;4422;4323;99;0;0;13;0;0
"Miasto na prawach powiatu";"";"";""
"=""186101""";"m. Krosno";"Krosno";"Krosno";43013;35928;35786;142;0;0;117;0;0
"Miasto na prawach powiatu";"";"";""
"=""186201""";"m. Przemyśl";"Przemyśl";"Przemyśl";54447;45873;45349;524;0;0;226;0;0
"Miasto na prawach powiatu";"";"";""
"=""186301""";"m. Rzeszów";"Rzeszów";"Rzeszów";186011;148059;147132;927;4;0;458;0;0
"Miasto na prawach powiatu";"";"";""
"=""186401""";"m. Tarnobrzeg";"Tarnobrzeg";"Tarnobrzeg";42922;36264;36025;239;1;0;149;0;0
"Powiat augustowski";"";"";"";54317;44653;44252;401;1;0;177;0;0
"=""200101""";"m. Augustów";"augustowski";"Suwałki";27403;22703;22515;188;0;0;110;0;0
"=""200102""";"gm. Augustów";"augustowski";"Suwałki";6678;5306;5296;10;0;0;17;0;0
"=""200103""";"gm. Bargłów Kościelny";"augustowski";"Suwałki";5310;4255;4233;22;0;0;8;0;0
"=""200104""";"gm. Lipsk";"augustowski";"Suwałki";4713;4038;4021;17;0;0;15;0;0
"=""200105""";"gm. Nowinka";"augustowski";"Suwałki";2953;2372;2270;102;0;0;8;0;0
"=""200106""";"gm. Płaska";"augustowski";"Suwałki";2442;2014;1964;50;1;0;7;0;0
"=""200107""";"gm. Sztabin";"augustowski";"Suwałki";4818;3965;3953;12;0;0;12;0;0
"Powiat białostocki";"";"";"";150290;120053;118242;1811;4;0;364;0;0
"=""200201""";"gm. Choroszcz";"białostocki";"Białystok";16322;12878;12820;58;0;0;97;0;0
"=""200202""";"gm. Czarna Białostocka";"białostocki";"Białystok";10377;8524;8466;58;0;0;7;0;0
"=""200203""";"gm. Dobrzyniewo Duże";"białostocki";"Białystok";9982;7791;7688;103;0;0;18;0;0
"=""200204""";"gm. Gródek";"białostocki";"Białystok";5036;4202;4058;144;0;0;14;0;0
"=""200205""";"gm. Juchnowiec Kościelny";"białostocki";"Białystok";16900;13188;12920;268;2;0;28;0;0
"=""200206""";"gm. Łapy";"białostocki";"Białystok";20241;16843;16647;196;0;0;41;0;0
"=""200207""";"gm. Michałowo";"białostocki";"Białystok";6162;5145;4943;202;1;0;30;0;0
"=""200208""";"gm. Poświętne";"białostocki";"Białystok";3277;2672;2653;19;0;0;12;0;0
"=""200209""";"gm. Supraśl";"białostocki";"Białystok";16710;13150;12905;245;0;0;16;0;0
"=""200210""";"gm. Suraż";"białostocki";"Białystok";1932;1558;1532;26;0;0;4;0;0
"=""200211""";"gm. Turośń Kościelna";"białostocki";"Białystok";6747;5322;5164;158;0;0;10;0;0
"=""200212""";"gm. Tykocin";"białostocki";"Białystok";5986;4902;4851;51;1;0;21;0;0
"=""200213""";"gm. Wasilków";"białostocki";"Białystok";18581;14187;14028;159;0;0;30;0;0
"=""200214""";"gm. Zabłudów";"białostocki";"Białystok";9435;7511;7430;81;0;0;28;0;0
"=""200215""";"gm. Zawady";"białostocki";"Białystok";2602;2180;2137;43;0;0;8;0;0
"Powiat bielski";"";"";"";52258;43174;42428;746;1;0;108;0;0
"=""200301""";"m. Bielsk Podlaski";"bielski";"Białystok";23724;19616;19485;131;1;0;51;0;0
"=""200302""";"m. Brańsk";"bielski";"Białystok";3635;2942;2897;45;0;0;15;0;0
"=""200303""";"gm. Bielsk Podlaski";"bielski";"Białystok";6631;5523;5227;296;0;0;7;0;0
"=""200304""";"gm. Boćki";"bielski";"Białystok";4131;3436;3316;120;0;0;7;0;0
"=""200305""";"gm. Brańsk";"bielski";"Białystok";5567;4547;4521;26;0;0;12;0;0
"=""200306""";"gm. Orla";"bielski";"Białystok";2582;2201;2103;98;0;0;6;0;0
"=""200307""";"gm. Rudka";"bielski";"Białystok";1751;1454;1449;5;0;0;1;0;0
"=""200308""";"gm. Wyszki";"bielski";"Białystok";4237;3455;3430;25;0;0;9;0;0
"Powiat grajewski";"";"";"";44498;36336;35917;419;0;0;165;0;0
"=""200401""";"m. Grajewo";"grajewski";"Łomża";19880;16372;16150;222;0;0;71;0;0
"=""200402""";"gm. Grajewo";"grajewski";"Łomża";5741;4546;4525;21;0;0;28;0;0
"=""200403""";"gm. Radziłów";"grajewski";"Łomża";4596;3732;3682;50;0;0;11;0;0
"=""200404""";"gm. Rajgród";"grajewski";"Łomża";4948;4100;4033;67;0;0;24;0;0
"=""200405""";"gm. Szczuczyn";"grajewski";"Łomża";5844;4744;4700;44;0;0;20;0;0
"=""200406""";"gm. Wąsosz";"grajewski";"Łomża";3489;2842;2827;15;0;0;11;0;0
"Powiat hajnowski";"";"";"";39907;33852;33239;613;1;0;101;0;0
"=""200501""";"m. Hajnówka";"hajnowski";"Białystok";19053;15918;15842;76;0;0;44;0;0
"=""200502""";"gm. Białowieża";"hajnowski";"Białystok";1985;1740;1637;103;1;0;12;0;0
"=""200503""";"gm. Czeremcha";"hajnowski";"Białystok";2910;2525;2474;51;0;0;11;0;0
"=""200504""";"gm. Czyże";"hajnowski";"Białystok";1850;1609;1599;10;0;0;6;0;0
"=""200505""";"gm. Dubicze Cerkiewne";"hajnowski";"Białystok";1417;1254;1222;32;0;0;3;0;0
"=""200506""";"gm. Hajnówka";"hajnowski";"Białystok";3761;3176;3083;93;0;0;1;0;0
"=""200507""";"gm. Kleszczele";"hajnowski";"Białystok";2275;1948;1907;41;0;0;6;0;0
"=""200508""";"gm. Narew";"hajnowski";"Białystok";3303;2821;2682;139;0;0;10;0;0
"=""200509""";"gm. Narewka";"hajnowski";"Białystok";3353;2861;2793;68;0;0;8;0;0
"Powiat kolneński";"";"";"";36885;29946;29785;161;0;0;104;0;0
"=""200601""";"m. Kolno";"kolneński";"Łomża";9446;7844;7824;20;0;0;35;0;0
"=""200602""";"gm. Grabowo";"kolneński";"Łomża";3400;2749;2736;13;0;0;10;0;0
"=""200603""";"gm. Kolno";"kolneński";"Łomża";8436;6678;6651;27;0;0;18;0;0
"=""200604""";"gm. Mały Płock";"kolneński";"Łomża";4684;3839;3802;37;0;0;9;0;0
"=""200605""";"gm. Stawiski";"kolneński";"Łomża";5862;4890;4841;49;0;0;15;0;0
"=""200606""";"gm. Turośl";"kolneński";"Łomża";5057;3946;3931;15;0;0;17;0;0
"Powiat łomżyński";"";"";"";50424;40492;40089;403;1;0;138;0;0
"=""200701""";"gm. Jedwabne";"łomżyński";"Łomża";5081;4148;4077;71;0;0;9;0;0
"=""200702""";"gm. Łomża";"łomżyński";"Łomża";11700;9257;9101;156;1;0;28;0;0
"=""200703""";"gm. Miastkowo";"łomżyński";"Łomża";4131;3255;3240;15;0;0;9;0;0
"=""200704""";"gm. Nowogród";"łomżyński";"Łomża";3912;3202;3150;52;0;0;11;0;0
"=""200705""";"gm. Piątnica";"łomżyński";"Łomża";10428;8378;8338;40;0;0;37;0;0
"=""200706""";"gm. Przytuły";"łomżyński";"Łomża";2054;1658;1650;8;0;0;2;0;0
"=""200707""";"gm. Śniadowo";"łomżyński";"Łomża";5245;4179;4163;16;0;0;10;0;0
"=""200708""";"gm. Wizna";"łomżyński";"Łomża";3851;3133;3099;34;0;0;14;0;0
"=""200709""";"gm. Zbójna";"łomżyński";"Łomża";4022;3282;3271;11;0;0;18;0;0
"Powiat moniecki";"";"";"";38458;31815;31399;416;3;0;84;0;0
"=""200801""";"gm. Goniądz";"moniecki";"Białystok";4697;3868;3804;64;2;0;6;0;0
"=""200802""";"gm. Jasionówka";"moniecki";"Białystok";2638;2207;2183;24;1;0;7;0;0
"=""200803""";"gm. Jaświły";"moniecki";"Białystok";4643;3893;3851;42;0;0;12;0;0
"=""200804""";"gm. Knyszyn";"moniecki";"Białystok";4518;3733;3615;118;0;0;9;0;0
"=""200805""";"gm. Krypno";"moniecki";"Białystok";3841;3137;3094;43;0;0;5;0;0
"=""200806""";"gm. Mońki";"moniecki";"Białystok";13949;11540;11449;91;0;0;32;0;0
"=""200807""";"gm. Trzcianne";"moniecki";"Białystok";4172;3437;3403;34;0;0;13;0;0
"Powiat sejneński";"";"";"";19070;15829;15654;175;5;0;57;0;0
"=""200901""";"m. Sejny";"sejneński";"Suwałki";4812;4067;4026;41;0;0;19;0;0
"=""200902""";"gm. Giby";"sejneński";"Suwałki";2608;2209;2148;61;0;0;3;0;0
"=""200903""";"gm. Krasnopol";"sejneński";"Suwałki";3693;2970;2928;42;0;0;16;0;0
"=""200904""";"gm. Puńsk";"sejneński";"Suwałki";4084;3384;3370;14;2;0;9;0;0
"=""200905""";"gm. Sejny";"sejneński";"Suwałki";3873;3199;3182;17;3;0;10;0;0
"Powiat siemiatycki";"";"";"";42208;35389;34946;443;4;0;100;0;0
"=""201001""";"m. Siemiatycze";"siemiatycki";"Białystok";13342;11222;11145;77;0;0;31;0;0
"=""201002""";"gm. Drohiczyn";"siemiatycki";"Białystok";5973;5019;4970;49;0;0;14;0;0
"=""201003""";"gm. Dziadkowice";"siemiatycki";"Białystok";2702;2199;2179;20;0;0;10;0;0
"=""201004""";"gm. Grodzisk";"siemiatycki";"Białystok";3992;3335;3300;35;1;0;3;0;0
"=""201005""";"gm. Mielnik";"siemiatycki";"Białystok";2272;1990;1886;104;1;0;2;0;0
"=""201006""";"gm. Milejczyce";"siemiatycki";"Białystok";1729;1482;1409;73;0;0;9;0;0
"=""201007""";"gm. Nurzec-Stacja";"siemiatycki";"Białystok";3688;3107;3083;24;2;0;17;0;0
"=""201008""";"gm. Perlejewo";"siemiatycki";"Białystok";2712;2275;2261;14;0;0;1;0;0
"=""201009""";"gm. Siemiatycze";"siemiatycki";"Białystok";5798;4760;4713;47;0;0;13;0;0
"Powiat sokólski";"";"";"";63394;52540;52037;503;6;0;80;0;0
"=""201101""";"gm. Dąbrowa Białostocka";"sokólski";"Suwałki";10610;8973;8942;31;0;0;19;0;0
"=""201102""";"gm. Janów";"sokólski";"Suwałki";3981;3316;3283;33;0;0;6;0;0
"=""201103""";"gm. Korycin";"sokólski";"Suwałki";3205;2592;2569;23;0;0;5;0;0
"=""201104""";"gm. Krynki";"sokólski";"Suwałki";2821;2411;2330;81;0;0;4;0;0
"=""201105""";"gm. Kuźnica";"sokólski";"Suwałki";3832;3125;3086;39;1;0;3;0;0
"=""201106""";"gm. Nowy Dwór";"sokólski";"Suwałki";2534;2091;2035;56;1;0;3;0;0
"=""201107""";"gm. Sidra";"sokólski";"Suwałki";3277;2720;2686;34;1;0;4;0;0
"=""201108""";"gm. Sokółka";"sokólski";"Suwałki";23794;19510;19389;121;2;0;24;0;0
"=""201109""";"gm. Suchowola";"sokólski";"Suwałki";6541;5455;5408;47;1;0;7;0;0
"=""201110""";"gm. Szudziałowo";"sokólski";"Suwałki";2799;2347;2309;38;0;0;5;0;0
"Powiat suwalski";"";"";"";35373;28296;27762;534;0;0;80;0;0
"=""201201""";"gm. Bakałarzewo";"suwalski";"Suwałki";3092;2427;2406;21;0;0;6;0;0
"=""201202""";"gm. Filipów";"suwalski";"Suwałki";4196;3363;3233;130;0;0;8;0;0
"=""201203""";"gm. Jeleniewo";"suwalski";"Suwałki";3146;2492;2447;45;0;0;12;0;0
"=""201204""";"gm. Przerośl";"suwalski";"Suwałki";2849;2260;2222;38;0;0;6;0;0
"=""201205""";"gm. Raczki";"suwalski";"Suwałki";5740;4575;4546;29;0;0;19;0;0
"=""201206""";"gm. Rutka-Tartak";"suwalski";"Suwałki";2318;1903;1884;19;0;0;6;0;0
"=""201207""";"gm. Suwałki";"suwalski";"Suwałki";7858;6260;6091;169;0;0;10;0;0
"=""201208""";"gm. Szypliszki";"suwalski";"Suwałki";3943;3180;3120;60;0;0;11;0;0
"=""201209""";"gm. Wiżajny";"suwalski";"Suwałki";2231;1836;1813;23;0;0;2;0;0
"Powiat wysokomazowiecki";"";"";"";55223;44535;44237;298;0;0;141;0;0
"=""201301""";"m. Wysokie Mazowieckie";"wysokomazowiecki";"Łomża";8982;7216;7160;56;0;0;17;0;0
"=""201302""";"gm. Ciechanowiec";"wysokomazowiecki";"Łomża";8289;6888;6803;85;0;0;49;0;0
"=""201303""";"gm. Czyżew";"wysokomazowiecki";"Łomża";6257;4996;4977;19;0;0;8;0;0
"=""201304""";"gm. Klukowo";"wysokomazowiecki";"Łomża";4167;3380;3369;11;0;0;9;0;0
"=""201305""";"gm. Kobylin-Borzymy";"wysokomazowiecki";"Łomża";3136;2600;2591;9;0;0;6;0;0
"=""201306""";"gm. Kulesze Kościelne";"wysokomazowiecki";"Łomża";2991;2382;2362;20;0;0;7;0;0
"=""201307""";"gm. Nowe Piekuty";"wysokomazowiecki";"Łomża";3755;3038;3011;27;0;0;7;0;0
"=""201308""";"gm. Sokoły";"wysokomazowiecki";"Łomża";5520;4416;4393;23;0;0;7;0;0
"=""201309""";"gm. Szepietowo";"wysokomazowiecki";"Łomża";6625;5388;5359;29;0;0;15;0;0
"=""201310""";"gm. Wysokie Mazowieckie";"wysokomazowiecki";"Łomża";5501;4231;4212;19;0;0;16;0;0
"Powiat zambrowski";"";"";"";41283;33607;33369;238;0;0;111;0;0
"=""201401""";"m. Zambrów";"zambrowski";"Łomża";20280;16741;16659;82;0;0;61;0;0
"=""201402""";"gm. Kołaki Kościelne";"zambrowski";"Łomża";2281;1852;1818;34;0;0;3;0;0
"=""201403""";"gm. Rutki";"zambrowski";"Łomża";5306;4295;4258;37;0;0;10;0;0
"=""201404""";"gm. Szumowo";"zambrowski";"Łomża";4723;3778;3723;55;0;0;10;0;0
"=""201405""";"gm. Zambrów";"zambrowski";"Łomża";8693;6941;6911;30;0;0;27;0;0
"Miasto na prawach powiatu";"";"";""
"=""206101""";"m. Białystok";"Białystok";"Białystok";263319;213752;212472;1280;1;0;640;0;0
"Miasto na prawach powiatu";"";"";""
"=""206201""";"m. Łomża";"Łomża";"Łomża";55934;45994;45751;243;0;0;231;0;0
"Miasto na prawach powiatu";"";"";""
"=""206301""";"m. Suwałki";"Suwałki";"Suwałki";65170;52338;52042;296;2;0;171;0;0
"Powiat bytowski";"";"";"";75663;59241;58829;458;7;0;260;0;0
"=""220101""";"gm. Borzytuchom";"bytowski";"Słupsk";3505;2595;2580;15;1;0;5;0;0
"=""220102""";"gm. Bytów";"bytowski";"Słupsk";23800;18714;18633;81;1;0;49;0;0
"=""220103""";"gm. Czarna Dąbrówka";"bytowski";"Słupsk";5800;4356;4354;48;0;0;19;0;0
"=""220104""";"gm. Kołczygłowy";"bytowski";"Słupsk";4133;3287;3247;40;0;0;11;0;0
"=""220105""";"gm. Lipnica";"bytowski";"Słupsk";5254;4094;4047;47;0;0;19;0;0
