KOD TERYTORIALNY;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
180511;gm. Tarnowiec;jasielski;Krosno;9307;7596;7562;34
Powiat kolbuszowski;;;;62847;50697;50493;204
180601;gm. Cmolas;kolbuszowski;Tarnobrzeg;8264;6580;6555;25
180602;gm. Kolbuszowa;kolbuszowski;Tarnobrzeg;24637;20221;20159;62
180603;gm. Majdan Królewski;kolbuszowski;Tarnobrzeg;10028;8031;8000;31
180604;gm. Niwiska;kolbuszowski;Tarnobrzeg;6188;4896;4869;27
180605;gm. Raniżów;kolbuszowski;Tarnobrzeg;7178;5714;5689;25
180606;gm. Dzikowiec;kolbuszowski;Tarnobrzeg;6552;5255;5221;34
Powiat krośnieński;;;;112623;90408;89930;478
180701;gm. Chorkówka;krośnieński;Krosno;13574;10820;10782;38
180702;gm. Dukla;krośnieński;Krosno;14546;11736;11654;82
180703;gm. Iwonicz-Zdrój;krośnieński;Krosno;10906;8647;8583;64
180704;gm. Jedlicze;krośnieński;Krosno;15364;12366;12328;38
180705;gm. Korczyna;krośnieński;Krosno;11360;9083;9014;69
180706;gm. Krościenko Wyżne;krośnieński;Krosno;5615;4487;4478;9
180707;gm. Miejsce Piastowe;krośnieński;Krosno;13700;11194;11093;101
180708;gm. Rymanów;krośnieński;Krosno;15986;12759;12715;44
180709;gm. Wojaszówka;krośnieński;Krosno;9366;7551;7533;18
180710;gm. Jaśliska;krośnieński;Krosno;2206;1765;1750;15
Powiat leżajski;;;;69536;56164;55803;361
180801;m. Leżajsk;leżajski;Rzeszów;13665;11497;11302;195
180802;gm. Grodzisko Dolne;leżajski;Rzeszów;8117;6567;6539;28
180803;gm. Kuryłówka;leżajski;Rzeszów;5777;4648;4601;47
180804;gm. Leżajsk;leżajski;Rzeszów;20380;16123;16086;37
180805;gm. Nowa Sarzyna;leżajski;Rzeszów;21597;17329;17275;54
Powiat lubaczowski;;;;56135;45834;45462;372
180901;m. Lubaczów;lubaczowski;Przemyśl;12016;9953;9905;48
180902;gm. Cieszanów;lubaczowski;Przemyśl;7253;5962;5918;44
180903;gm. Horyniec-Zdrój;lubaczowski;Przemyśl;4786;3948;3854;94
180904;gm. Lubaczów;lubaczowski;Przemyśl;9330;7528;7452;76
180905;gm. Narol;lubaczowski;Przemyśl;8081;6582;6555;27
180906;gm. Oleszyce;lubaczowski;Przemyśl;6459;5236;5188;48
180907;gm. Stary Dzików;lubaczowski;Przemyśl;4379;3567;3551;16
180908;gm. Wielkie Oczy;lubaczowski;Przemyśl;3831;3058;3039;19
Powiat łańcucki;;;;80508;64161;63861;300
181001;m. Łańcut;łańcucki;Rzeszów;17333;14308;14162;146
181002;gm. Białobrzegi;łańcucki;Rzeszów;8693;6801;6790;11
181003;gm. Czarna;łańcucki;Rzeszów;11734;9272;9248;24
181004;gm. Łańcut;łańcucki;Rzeszów;21721;17102;17046;56
181005;gm. Markowa;łańcucki;Rzeszów;6536;5246;5224;22
181006;gm. Rakszawa;łańcucki;Rzeszów;7443;5873;5854;19
181007;gm. Żołynia;łańcucki;Rzeszów;7048;5559;5537;22
Powiat mielecki;;;;134599;108565;108010;555
181101;m. Mielec;mielecki;Tarnobrzeg;58272;48058;47865;193
181102;gm. Borowa;mielecki;Tarnobrzeg;5562;4524;4491;33
181103;gm. Czermin;mielecki;Tarnobrzeg;7171;5711;5669;42
181104;gm. Gawłuszowice;mielecki;Tarnobrzeg;2768;2199;2179;20
181105;gm. Mielec;mielecki;Tarnobrzeg;13325;10702;10633;69
181106;gm. Padew Narodowa;mielecki;Tarnobrzeg;5418;4352;4321;31
181107;gm. Przecław;mielecki;Tarnobrzeg;12005;9330;9270;60
181108;gm. Radomyśl Wielki;mielecki;Tarnobrzeg;14212;11147;11114;33
181109;gm. Tuszów Narodowy;mielecki;Tarnobrzeg;8217;6515;6466;49
181110;gm. Wadowice Górne;mielecki;Tarnobrzeg;7649;6027;6002;25
Powiat niżański;;;;66766;54800;54366;434
181201;gm. Harasiuki;niżański;Tarnobrzeg;6171;5074;5048;26
181202;gm. Jarocin;niżański;Tarnobrzeg;5497;4515;4462;53
181203;gm. Jeżowe;niżański;Tarnobrzeg;10206;8090;8008;82
181204;gm. Krzeszów;niżański;Tarnobrzeg;4260;3524;3496;28
181205;gm. Nisko;niżański;Tarnobrzeg;22032;18199;18076;123
181206;gm. Rudnik nad Sanem;niżański;Tarnobrzeg;10119;8378;8301;77
181207;gm. Ulanów;niżański;Tarnobrzeg;8481;7020;6975;45
Powiat przemyski;;;;74616;60158;59300;858
181301;gm. Bircza;przemyski;Przemyśl;6619;5407;5267;140
181302;gm. Dubiecko;przemyski;Przemyśl;9406;7607;7533;74
181303;gm. Fredropol;przemyski;Przemyśl;5565;4507;4386;121
181304;gm. Krasiczyn;przemyski;Przemyśl;5182;4165;4024;141
181305;gm. Krzywcza;przemyski;Przemyśl;4927;3959;3939;20
181306;gm. Medyka;przemyski;Przemyśl;6496;5178;5140;38
181307;gm. Orły;przemyski;Przemyśl;8908;7090;7007;83
181308;gm. Przemyśl;przemyski;Przemyśl;10451;8508;8409;99
181309;gm. Stubno;przemyski;Przemyśl;4038;3212;3192;20
181310;gm. Żurawica;przemyski;Przemyśl;13024;10525;10403;122
Powiat przeworski;;;;78908;63785;63158;627
181401;m. Przeworsk;przeworski;Przemyśl;15139;12488;12429;59
181402;gm. Adamówka;przeworski;Przemyśl;4221;3361;3350;11
181403;gm. Gać;przeworski;Przemyśl;4672;3718;3643;75
181404;gm. Jawornik Polski;przeworski;Przemyśl;4550;3794;3663;131
181405;gm. Kańczuga;przeworski;Przemyśl;12433;10130;10003;127
181406;gm. Przeworsk;przeworski;Przemyśl;14931;11876;11825;51
181407;gm. Sieniawa;przeworski;Przemyśl;7194;5850;5737;113
181408;gm. Tryńcza;przeworski;Przemyśl;8553;6762;6735;27
181409;gm. Zarzecze;przeworski;Przemyśl;7215;5806;5773;33
Powiat ropczycko-sędziszowski;;;;74579;59126;58891;235
181501;gm. Iwierzyce;ropczycko-sędziszowski;Rzeszów;7723;6165;6110;55
181502;gm. Ostrów;ropczycko-sędziszowski;Rzeszów;7372;5866;5833;33
181503;gm. Ropczyce;ropczycko-sędziszowski;Rzeszów;27446;21633;21580;53
181504;gm. Sędziszów Małopolski;ropczycko-sędziszowski;Rzeszów;23800;18936;18857;79
181505;gm. Wielopole Skrzyńskie;ropczycko-sędziszowski;Rzeszów;8238;6526;6511;15
Powiat rzeszowski;;;;168396;133145;132338;807
181601;m. Dynów;rzeszowski;Rzeszów;6167;4991;4945;46
181602;gm. Błażowa;rzeszowski;Rzeszów;10876;8772;8728;44
181603;gm. Boguchwała;rzeszowski;Rzeszów;20488;16217;16153;64
181604;gm. Chmielnik;rzeszowski;Rzeszów;6890;5465;5385;80
181605;gm. Dynów;rzeszowski;Rzeszów;7058;5692;5666;26
181606;gm. Głogów Małopolski;rzeszowski;Rzeszów;19489;15236;15125;111
181607;gm. Hyżne;rzeszowski;Rzeszów;7069;5597;5576;21
181608;gm. Kamień;rzeszowski;Rzeszów;7045;5642;5628;14
181609;gm. Krasne;rzeszowski;Rzeszów;11477;8988;8889;99
181610;gm. Lubenia;rzeszowski;Rzeszów;6513;5266;5235;31
181611;gm. Sokołów Małopolski;rzeszowski;Rzeszów;17271;13474;13433;41
181612;gm. Świlcza;rzeszowski;Rzeszów;15833;12620;12542;78
181613;gm. Trzebownisko;rzeszowski;Rzeszów;21858;17059;16966;93
181614;gm. Tyczyn;rzeszowski;Rzeszów;10362;8126;8067;59
Powiat sanocki;;;;93632;76042;75509;533
181701;m. Sanok;sanocki;Krosno;36184;30206;29917;289
181702;gm. Besko;sanocki;Krosno;4555;3540;3525;15
181703;gm. Bukowsko;sanocki;Krosno;5552;4311;4291;20
181704;gm. Komańcza;sanocki;Krosno;4631;3898;3855;43
181705;gm. Sanok;sanocki;Krosno;18114;14385;14331;54
181706;gm. Tyrawa Wołoska;sanocki;Krosno;2055;1624;1605;19
181707;gm. Zagórz;sanocki;Krosno;13278;10620;10576;44
181708;gm. Zarszyn;sanocki;Krosno;9263;7458;7409;49
Powiat stalowowolski;;;;103215;85351;84871;480
181801;m. Stalowa Wola;stalowowolski;Tarnobrzeg;57651;48331;48075;256
181802;gm. Bojanów;stalowowolski;Tarnobrzeg;7634;6157;6123;34
181803;gm. Pysznica;stalowowolski;Tarnobrzeg;11077;9007;8966;41
181804;gm. Radomyśl nad Sanem;stalowowolski;Tarnobrzeg;7328;5962;5925;37
181805;gm. Zaklików;stalowowolski;Tarnobrzeg;8499;7005;6929;76
181806;gm. Zaleszany;stalowowolski;Tarnobrzeg;11026;8889;8853;36
Powiat strzyżowski;;;;61717;50022;49808;214
181901;gm. Czudec;strzyżowski;Rzeszów;11855;9479;9439;40
181902;gm. Frysztak;strzyżowski;Rzeszów;10551;8568;8528;40
181903;gm. Niebylec;strzyżowski;Rzeszów;10614;8576;8527;49
181904;gm. Strzyżów;strzyżowski;Rzeszów;20561;16815;16747;68
181905;gm. Wiśniowa;strzyżowski;Rzeszów;8136;6584;6567;17
Powiat tarnobrzeski;;;;52872;43588;43329;259
182001;gm. Baranów Sandomierski;tarnobrzeski;Tarnobrzeg;11938;9872;9801;71
182002;gm. Gorzyce;tarnobrzeski;Tarnobrzeg;13108;10653;10599;54
182003;gm. Grębów;tarnobrzeski;Tarnobrzeg;9968;8113;8035;78
182004;gm. Nowa Dęba;tarnobrzeski;Tarnobrzeg;17858;14950;14894;56
Powiat leski;;;;26661;22111;21794;317
182101;gm. Baligród;leski;Krosno;3277;2696;2672;24
182102;gm. Cisna;leski;Krosno;1745;1508;1419;89
182103;gm. Lesko;leski;Krosno;11190;9247;9176;71
182104;gm. Olszanica;leski;Krosno;4998;4100;4077;23
182105;gm. Solina;leski;Krosno;5451;4560;4450;110
Miasto na prawach powiatu;;;;;;;
186101;m. Krosno;Krosno;Krosno;45042;37451;37299;152
Miasto na prawach powiatu;;;;;;;
186201;m. Przemyśl;Przemyśl;Przemyśl;58095;48770;48074;696
Miasto na prawach powiatu;;;;;;;
186301;m. Rzeszów;Rzeszów;Rzeszów;183050;146418;145540;878
Miasto na prawach powiatu;;;;;;;
186401;m. Tarnobrzeg;Tarnobrzeg;Tarnobrzeg;45298;37992;37740;252
Powiat augustowski;;;;56792;46534;46064;470
200101;m. Augustów;augustowski;Suwałki;28567;23551;23352;199
200102;gm. Augustów;augustowski;Suwałki;6818;5389;5381;8
200103;gm. Bargłów Kościelny;augustowski;Suwałki;5558;4435;4406;29
200104;gm. Lipsk;augustowski;Suwałki;5189;4400;4376;24
200105;gm. Nowinka;augustowski;Suwałki;2957;2402;2283;119
200106;gm. Płaska;augustowski;Suwałki;2582;2126;2060;66
200107;gm. Sztabin;augustowski;Suwałki;5121;4231;4206;25
Powiat białostocki;;;;147028;118649;116572;2077
200201;gm. Choroszcz;białostocki;Białystok;15122;12119;12060;59
200202;gm. Czarna Białostocka;białostocki;Białystok;10978;9003;8942;61
200203;gm. Dobrzyniewo Duże;białostocki;Białystok;9406;7418;7302;116
200204;gm. Gródek;białostocki;Białystok;5252;4409;4241;168
200205;gm. Juchnowiec Kościelny;białostocki;Białystok;16198;12722;12431;291
200206;gm. Łapy;białostocki;Białystok;21260;17730;17548;182
200207;gm. Michałowo;białostocki;Białystok;6568;5524;5264;260
200208;gm. Poświętne;białostocki;Białystok;3461;2818;2790;28
200209;gm. Supraśl;białostocki;Białystok;15406;12342;12052;290
200210;gm. Suraż;białostocki;Białystok;2021;1622;1583;39
200211;gm. Turośń Kościelna;białostocki;Białystok;6408;5119;4936;183
200212;gm. Tykocin;białostocki;Białystok;6267;5121;5055;66
200213;gm. Wasilków;białostocki;Białystok;16716;12972;12789;183
200214;gm. Zabłudów;białostocki;Białystok;9181;7406;7302;104
200215;gm. Zawady;białostocki;Białystok;2784;2324;2277;47
Powiat bielski;;;;55243;45786;44859;927
200301;m. Bielsk Podlaski;bielski;Białystok;24821;20614;20470;144
200302;m. Brańsk;bielski;Białystok;3824;3087;3025;62
200303;gm. Bielsk Podlaski;bielski;Białystok;6927;5838;5484;354
200304;gm. Boćki;bielski;Białystok;4485;3743;3583;160
200305;gm. Brańsk;bielski;Białystok;5931;4842;4803;39
200306;gm. Orla;bielski;Białystok;2868;2463;2329;134
200307;gm. Rudka;bielski;Białystok;1890;1560;1551;9
200308;gm. Wyszki;bielski;Białystok;4497;3639;3614;25
Powiat grajewski;;;;46942;38078;37569;509
200401;m. Grajewo;grajewski;Łomża;21001;17236;16952;284
200402;gm. Grajewo;grajewski;Łomża;5941;4650;4628;22
200403;gm. Radziłów;grajewski;Łomża;4860;3916;3870;46
200404;gm. Rajgród;grajewski;Łomża;5249;4323;4247;76
200405;gm. Szczuczyn;grajewski;Łomża;6179;4986;4920;66
200406;gm. Wąsosz;grajewski;Łomża;3712;2967;2952;15
Powiat hajnowski;;;;42804;36230;35492;738
200501;m. Hajnówka;hajnowski;Białystok;20175;16758;16675;83
200502;gm. Białowieża;hajnowski;Białystok;2183;1912;1783;129
200503;gm. Czeremcha;hajnowski;Białystok;3198;2746;2698;48
200504;gm. Czyże;hajnowski;Białystok;2022;1759;1745;14
200505;gm. Dubicze Cerkiewne;hajnowski;Białystok;1549;1371;1332;39
200506;gm. Hajnówka;hajnowski;Białystok;3967;3354;3242;112
200507;gm. Kleszczele;hajnowski;Białystok;2507;2148;2096;52
200508;gm. Narew;hajnowski;Białystok;3546;3042;2881;161
200509;gm. Narewka;hajnowski;Białystok;3657;3140;3040;100
Powiat kolneński;;;;38404;31147;30934;213
200601;m. Kolno;kolneński;Łomża;9934;8360;8336;24
200602;gm. Grabowo;kolneński;Łomża;3561;2866;2841;25
200603;gm. Kolno;kolneński;Łomża;8704;6853;6815;38
200604;gm. Mały Płock;kolneński;Łomża;4875;3987;3936;51
200605;gm. Stawiski;kolneński;Łomża;6138;5057;5001;56
200606;gm. Turośl;kolneński;Łomża;5192;4024;4005;19
Powiat łomżyński;;;;51332;41274;40791;483
200701;gm. Jedwabne;łomżyński;Łomża;5392;4386;4299;87
200702;gm. Łomża;łomżyński;Łomża;11298;8998;8810;188
200703;gm. Miastkowo;łomżyński;Łomża;4249;3350;3337;13
200704;gm. Nowogród;łomżyński;Łomża;4009;3258;3197;61
200705;gm. Piątnica;łomżyński;Łomża;10542;8468;8420;48
200706;gm. Przytuły;łomżyński;Łomża;2123;1727;1718;9
200707;gm. Śniadowo;łomżyński;Łomża;5448;4341;4320;21
200708;gm. Wizna;łomżyński;Łomża;4066;3325;3285;40
200709;gm. Zbójna;łomżyński;Łomża;4205;3421;3405;16
Powiat moniecki;;;;40545;33606;33104;502
200801;gm. Goniądz;moniecki;Białystok;4945;4057;3982;75
200802;gm. Jasionówka;moniecki;Białystok;2808;2352;2325;27
200803;gm. Jaświły;moniecki;Białystok;5004;4183;4127;56
200804;gm. Knyszyn;moniecki;Białystok;4767;3964;3823;141
200805;gm. Krypno;moniecki;Białystok;3971;3243;3196;47
200806;gm. Mońki;moniecki;Białystok;14622;12173;12060;113
200807;gm. Trzcianne;moniecki;Białystok;4428;3634;3591;43
Powiat sejneński;;;;20099;16650;16436;214
200901;m. Sejny;sejneński;Suwałki;5186;4331;4288;43
200902;gm. Giby;sejneński;Suwałki;2776;2337;2255;82
200903;gm. Krasnopol;sejneński;Suwałki;3857;3130;3080;50
200904;gm. Puńsk;sejneński;Suwałki;4250;3513;3498;15
200905;gm. Sejny;sejneński;Suwałki;4030;3339;3315;24
Powiat siemiatycki;;;;44979;37646;37099;547
201001;m. Siemiatycze;siemiatycki;Białystok;14094;11853;11764;89
201002;gm. Drohiczyn;siemiatycki;Białystok;6360;5328;5268;60
201003;gm. Dziadkowice;siemiatycki;Białystok;2882;2342;2311;31
201004;gm. Grodzisk;siemiatycki;Białystok;4267;3518;3470;48
201005;gm. Mielnik;siemiatycki;Białystok;2465;2142;2017;125
201006;gm. Milejczyce;siemiatycki;Białystok;1888;1605;1522;83
201007;gm. Nurzec-Stacja;siemiatycki;Białystok;4003;3377;3344;33
201008;gm. Perlejewo;siemiatycki;Białystok;2917;2428;2405;23
201009;gm. Siemiatycze;siemiatycki;Białystok;6103;5053;4998;55
Powiat sokólski;;;;67271;55597;54967;630
201101;gm. Dąbrowa Białostocka;sokólski;Suwałki;11444;9662;9619;43
201102;gm. Janów;sokólski;Suwałki;4217;3450;3409;41
201103;gm. Korycin;sokólski;Suwałki;3303;2670;2647;23
201104;gm. Krynki;sokólski;Suwałki;3088;2624;2521;103
201105;gm. Kuźnica;sokólski;Suwałki;4081;3293;3249;44
201106;gm. Nowy Dwór;sokólski;Suwałki;2731;2257;2184;73
201107;gm. Sidra;sokólski;Suwałki;3478;2884;2847;37
201108;gm. Sokółka;sokólski;Suwałki;25035;20519;20364;155
201109;gm. Suchowola;sokólski;Suwałki;6936;5754;5697;57
201110;gm. Szudziałowo;sokólski;Suwałki;2958;2484;2430;54
Powiat suwalski;;;;36445;29158;28469;689
201201;gm. Bakałarzewo;suwalski;Suwałki;3210;2554;2524;30
201202;gm. Filipów;suwalski;Suwałki;4403;3550;3364;186
201203;gm. Jeleniewo;suwalski;Suwałki;3205;2539;2485;54
201204;gm. Przerośl;suwalski;Suwałki;3015;2421;2365;56
201205;gm. Raczki;suwalski;Suwałki;5971;4740;4708;32
201206;gm. Rutka-Tartak;suwalski;Suwałki;2447;1950;1926;24
201207;gm. Suwałki;suwalski;Suwałki;7746;6202;5995;207
201208;gm. Szypliszki;suwalski;Suwałki;4011;3242;3172;70
201209;gm. Wiżajny;suwalski;Suwałki;2437;1960;1930;30
Powiat wysokomazowiecki;;;;57562;46609;46261;348
201301;m. Wysokie Mazowieckie;wysokomazowiecki;Łomża;9256;7464;7397;67
201302;gm. Ciechanowiec;wysokomazowiecki;Łomża;8663;7218;7118;100
201303;gm. Czyżew;wysokomazowiecki;Łomża;6500;5190;5165;25
201304;gm. Klukowo;wysokomazowiecki;Łomża;4458;3611;3599;12
201305;gm. Kobylin-Borzymy;wysokomazowiecki;Łomża;3294;2742;2734;8
201306;gm. Kulesze Kościelne;wysokomazowiecki;Łomża;3129;2509;2488;21
201307;gm. Nowe Piekuty;wysokomazowiecki;Łomża;3954;3199;3168;31
201308;gm. Sokoły;wysokomazowiecki;Łomża;5798;4670;4643;27
201309;gm. Szepietowo;wysokomazowiecki;Łomża;7012;5685;5652;33
201310;gm. Wysokie Mazowieckie;wysokomazowiecki;Łomża;5498;4321;4297;24
Powiat zambrowski;;;;42927;34960;34671;289
201401;m. Zambrów;zambrowski;Łomża;21214;17538;17443;95
201402;gm. Kołaki Kościelne;zambrowski;Łomża;2377;1953;1906;47
201403;gm. Rutki;zambrowski;Łomża;5604;4527;4484;43
201404;gm. Szumowo;zambrowski;Łomża;4921;3911;3834;77
201405;gm. Zambrów;zambrowski;Łomża;8811;7031;7004;27
Miasto na prawach powiatu;;;;;;;
206101;m. Białystok;Białystok;Białystok;273165;220457;219256;1201
Miasto na prawach powiatu;;;;;;;
206201;m. Łomża;Łomża;Łomża;58708;48210;47937;273
Miasto na prawach powiatu;;;;;;;
206301;m. Suwałki;Suwałki;Suwałki;66705;53515;53164;351
Powiat bytowski;;;;77715;60862;60317;545
220101;gm. Borzytuchom;bytowski;Słupsk;3330;2498;2480;18
220102;gm. Bytów;bytowski;Słupsk;24429;19156;19067;89
220103;gm. Czarna Dąbrówka;bytowski;Słupsk;5973;4544;4487;57
220104;gm. Kołczygłowy;bytowski;Słupsk;4305;3378;3329;49
220105;gm. Lipnica;bytowski;Słupsk;5291;4158;4100;58
220106;gm. Miastko;bytowski;Słupsk;18912;15249;15140;109
220107;gm. Parchowo;bytowski;Słupsk;3870;2855;2806;49
220108;gm. Studzienice;bytowski;Słupsk;3697;2845;2802;43
220109;gm. Trzebielino;bytowski;Słupsk;3688;2883;2835;48
220110;gm. Tuchomie;bytowski;Słupsk;4220;3296;3271;25
Powiat chojnicki;;;;94389;74135;73754;381
220201;m. Chojnice;chojnicki;Słupsk;37752;30686;30546;140
220202;gm. Brusy;chojnicki;Słupsk;14428;10855;10769;86
220203;gm. Chojnice;chojnicki;Słupsk;18810;14343;14261;82
220204;gm. Czersk;chojnicki;Słupsk;21048;16470;16410;60
220205;gm. Konarzyny;chojnicki;Słupsk;2351;1781;1768;13
Powiat człuchowski;;;;54714;43881;43478;403
220301;m. Człuchów;człuchowski;Słupsk;13084;10946;10865;81
220302;gm. Czarne;człuchowski;Słupsk;8765;6985;6950;35
220303;gm. Człuchów;człuchowski;Słupsk;10833;8417;8372;45
220304;gm. Debrzno;człuchowski;Słupsk;8862;7092;7033;59
220305;gm. Koczała;człuchowski;Słupsk;3306;2665;2609;56
220306;gm. Przechlewo;człuchowski;Słupsk;6235;4859;4804;55
220307;gm. Rzeczenica;człuchowski;Słupsk;3629;2917;2845;72
Powiat gdański;;;;111896;85582;83797;1785
220401;m. Pruszcz Gdański;gdański;Gdańsk;28543;22192;21931;261
220402;gm. Cedry Wielkie;gdański;Gdańsk;6680;5204;5155;49
220403;gm. Kolbudy;gdański;Gdańsk;17129;13144;12580;564
220404;gm. Pruszcz Gdański;gdański;Gdańsk;29400;21758;21228;530
220405;gm. Przywidz;gdański;Gdańsk;5786;4496;4406;90
220406;gm. Pszczółki;gdański;Gdańsk;9386;7222;7170;52
220407;gm. Suchy Dąb;gdański;Gdańsk;4139;3263;3163;100
220408;gm. Trąbki Wielkie;gdański;Gdańsk;10833;8303;8164;139
Powiat kartuski;;;;134936;98902;97601;1301
220501;gm. Chmielno;kartuski;Słupsk;7847;5723;5678;45
220502;gm. Kartuzy;kartuski;Słupsk;32263;24588;24365;223
220503;gm. Przodkowo;kartuski;Słupsk;9464;6756;6681;75
220504;gm. Sierakowice;kartuski;Słupsk;19712;13831;13762;69
220505;gm. Somonino;kartuski;Słupsk;10751;7888;7801;87
220506;gm. Stężyca;kartuski;Słupsk;10574;7477;7438;39
220507;gm. Sulęczyno;kartuski;Słupsk;5576;4112;4016;96
220508;gm. Żukowo;kartuski;Słupsk;38749;28527;27860;667
Powiat kościerski;;;;70870;54489;53892;597
220601;m. Kościerzyna;kościerski;Słupsk;22334;17681;17503;178
220602;gm. Dziemiany;kościerski;Słupsk;4457;3370;3316;54
220603;gm. Karsin;kościerski;Słupsk;6253;4823;4755;68
220604;gm. Kościerzyna;kościerski;Słupsk;15635;11792;11689;103
220605;gm. Liniewo;kościerski;Słupsk;4603;3557;3477;80
220606;gm. Lipusz;kościerski;Słupsk;3741;2812;2793;19
220607;gm. Nowa Karczma;kościerski;Słupsk;6992;5196;5163;33
220608;gm. Stara Kiszewa;kościerski;Słupsk;6855;5258;5196;62
Powiat kwidzyński;;;;79660;62874;62572;302
220701;m. Kwidzyn;kwidzyński;Gdańsk;35761;28707;28575;132
220702;gm. Gardeja;kwidzyński;Gdańsk;8385;6435;6412;23
220703;gm. Kwidzyn;kwidzyński;Gdańsk;11198;8638;8580;58
220704;gm. Prabuty;kwidzyński;Gdańsk;12725;10141;10081;60
220705;gm. Ryjewo;kwidzyński;Gdańsk;5672;4356;4350;6
220706;gm. Sadlinki;kwidzyński;Gdańsk;5919;4597;4574;23
Powiat lęborski;;;;62870;49780;49220;560
220801;m. Lębork;lęborski;Słupsk;33033;26536;26356;180
220802;m. Łeba;lęborski;Słupsk;3553;3005;2830;175
220803;gm. Cewice;lęborski;Słupsk;7125;5366;5256;110
220804;gm. Nowa Wieś Lęborska;lęborski;Słupsk;13339;10310;10264;46
220805;gm. Wicko;lęborski;Słupsk;5820;4563;4514;49
Powiat malborski;;;;60547;49025;48523;502
220901;m. Malbork;malborski;Gdańsk;36270;29730;29498;232
220903;gm. Lichnowy;malborski;Gdańsk;4475;3500;3472;28
220904;gm. Malbork;malborski;Gdańsk;4668;3725;3610;115
220906;gm. Miłoradz;malborski;Gdańsk;3362;2672;2626;46
220907;gm. Nowy Staw;malborski;Gdańsk;7196;5788;5737;51
220908;gm. Stare Pole;malborski;Gdańsk;4576;3610;3580;30
Powiat nowodworski;;;;34762;28038;27687;351
221001;m. Krynica Morska;nowodworski;Gdańsk;1339;1136;1013;123
221002;gm. Nowy Dwór Gdański;nowodworski;Gdańsk;17019;13711;13647;64
221003;gm. Ostaszewo;nowodworski;Gdańsk;3152;2494;2464;30
221004;gm. Stegna;nowodworski;Gdańsk;9626;7757;7670;87
221005;gm. Sztutowo;nowodworski;Gdańsk;3626;2940;2893;47
Powiat pucki;;;;84457;65276;64105;1171
221101;m. Hel;pucki;Słupsk;3198;2639;2519;120
221102;gm. Jastarnia;pucki;Słupsk;3611;2957;2930;27
221103;m. Puck;pucki;Słupsk;10646;8581;8456;125
221104;gm. Władysławowo;pucki;Słupsk;14936;11842;11690;152
221105;gm. Kosakowo;pucki;Słupsk;15187;11382;10877;505
221106;gm. Krokowa;pucki;Słupsk;10761;8225;8138;87
221107;gm. Puck;pucki;Słupsk;26118;19650;19495;155
Powiat słupski;;;;94004;74872;74119;753
221201;m. Ustka;słupski;Słupsk;14355;12070;11983;87
221202;gm. Damnica;słupski;Słupsk;5852;4662;4605;57
221203;gm. Dębnica Kaszubska;słupski;Słupsk;9318;7417;7321;96
221204;gm. Główczyce;słupski;Słupsk;8912;6961;6935;26
221205;gm. Kępice;słupski;Słupsk;8694;7019;6976;43
221206;gm. Kobylnica;słupski;Słupsk;12027;9353;9240;113
221207;gm. Potęgowo;słupski;Słupsk;6759;5276;5246;30
221208;gm. Słupsk;słupski;Słupsk;16903;13116;13057;59
221209;gm. Smołdzino;słupski;Słupsk;3188;2646;2587;59
221210;gm. Ustka;słupski;Słupsk;7996;6352;6169;183
Powiat starogardzki;;;;122695;96073;95274;799
221301;gm. Czarna Woda;starogardzki;Gdańsk;3150;2587;2572;15
221302;m. Skórcz;starogardzki;Gdańsk;3442;2704;2676;28
221303;m. Starogard Gdański;starogardzki;Gdańsk;44193;35419;35247;172
221304;gm. Bobowo;starogardzki;Gdańsk;3150;2370;2357;13
221305;gm. Kaliska;starogardzki;Gdańsk;5379;4212;4144;68
221306;gm. Lubichowo;starogardzki;Gdańsk;6491;4999;4938;61
221307;gm. Osieczna;starogardzki;Gdańsk;2881;2264;2257;7
221308;gm. Osiek;starogardzki;Gdańsk;2425;1982;1937;45
221309;gm. Skarszewy;starogardzki;Gdańsk;14063;10853;10701;152
221310;gm. Skórcz;starogardzki;Gdańsk;4563;3514;3495;19
221311;gm. Smętowo Graniczne;starogardzki;Gdańsk;5150;4062;4037;25
221312;gm. Starogard Gdański;starogardzki;Gdańsk;16159;12198;12095;103
221313;gm. Zblewo;starogardzki;Gdańsk;11649;8909;8818;91
Powiat tczewski;;;;109698;86816;86104;712
221401;m. Tczew;tczewski;Gdańsk;55205;44540;44262;278
221402;gm. Gniew;tczewski;Gdańsk;15018;11906;11836;70
221403;gm. Morzeszczyn;tczewski;Gdańsk;3609;2793;2782;11
221404;gm. Pelplin;tczewski;Gdańsk;15944;12419;12277;142
221405;gm. Subkowy;tczewski;Gdańsk;5387;4180;4151;29
221406;gm. Tczew;tczewski;Gdańsk;14535;10978;10796;182
Powiat wejherowski;;;;205492;157591;155812;1779
221501;m. Reda;wejherowski;Słupsk;24361;18564;18360;204
221502;m. Rumia;wejherowski;Słupsk;46129;36855;36514;341
221503;m. Wejherowo;wejherowski;Słupsk;44807;35555;35220;335
221504;gm. Choczewo;wejherowski;Słupsk;5478;4378;4253;125
221505;gm. Gniewino;wejherowski;Słupsk;7217;5457;5382;75
221506;gm. Linia;wejherowski;Słupsk;6400;4707;4670;37
221507;gm. Luzino;wejherowski;Słupsk;15911;11573;11508;65
