Kod TERYT;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
143304;gm. Liw;węgrowski;Siedlce;7206;5795;5771;24
143305;gm. Łochów;węgrowski;Siedlce;17388;13890;13747;143
143306;gm. Miedzna;węgrowski;Siedlce;3808;3119;3082;37
143307;gm. Sadowne;węgrowski;Siedlce;5749;4656;4589;67
143308;gm. Stoczek;węgrowski;Siedlce;4757;3866;3833;33
143309;gm. Wierzbno;węgrowski;Siedlce;2607;2147;2115;32
Powiat wołomiński;;;;248388;190144;186300;3844
143401;m. Kobyłka;wołomiński;Warszawa;25512;19058;18669;389
143402;m. Marki;wołomiński;Warszawa;37333;27427;26830;597
143403;m. Ząbki;wołomiński;Warszawa;36957;27168;26473;695
143404;m. Zielonka;wołomiński;Warszawa;16769;13494;13215;279
143405;gm. Dąbrówka;wołomiński;Warszawa;8248;6322;6181;141
143406;gm. Jadów;wołomiński;Warszawa;7325;5892;5729;163
143407;gm. Klembów;wołomiński;Warszawa;10640;8146;7960;186
143408;gm. Poświętne;wołomiński;Warszawa;6379;4923;4804;119
143409;gm. Radzymin;wołomiński;Warszawa;28099;21077;20515;562
143410;gm. Strachówka;wołomiński;Warszawa;2738;2213;2128;85
143411;gm. Tłuszcz;wołomiński;Warszawa;19933;15678;15466;212
143412;gm. Wołomin;wołomiński;Warszawa;48455;38746;38330;416
Powiat wyszkowski;;;;72997;57501;56749;752
143501;gm. Brańszczyk;wyszkowski;Ostrołęka;8023;6409;6296;113
143502;gm. Długosiodło;wyszkowski;Ostrołęka;7594;6057;5956;101
143503;gm. Rząśnik;wyszkowski;Ostrołęka;6939;5479;5409;70
143504;gm. Somianka;wyszkowski;Ostrołęka;5621;4408;4311;97
143505;gm. Wyszków;wyszkowski;Ostrołęka;38661;30536;30302;234
143506;gm. Zabrodzie;wyszkowski;Ostrołęka;6159;4612;4475;137
Powiat zwoleński;;;;35379;28684;28372;312
143601;gm. Kazanów;zwoleński;Radom;4458;3583;3509;74
143602;gm. Policzna;zwoleński;Radom;5435;4495;4402;93
143603;gm. Przyłęk;zwoleński;Radom;5901;4841;4783;58
143604;gm. Tczów;zwoleński;Radom;4893;3809;3787;22
143605;gm. Zwoleń;zwoleński;Radom;14692;11956;11891;65
Powiat żuromiński;;;;36863;30079;29891;188
143701;gm. Bieżuń;żuromiński;Ciechanów;4671;3837;3805;32
143702;gm. Kuczbork-Osada;żuromiński;Ciechanów;4529;3672;3662;10
143703;gm. Lubowidz;żuromiński;Ciechanów;6572;5332;5324;8
143704;gm. Lutocin;żuromiński;Ciechanów;4182;3402;3394;8
143705;gm. Siemiątkowo;żuromiński;Ciechanów;3385;2690;2611;79
143706;gm. Żuromin;żuromiński;Ciechanów;13524;11146;11095;51
Powiat żyrardowski;;;;70398;56769;55786;983
143801;m. Żyrardów;żyrardowski;Płock;35492;28880;28550;330
143802;gm. Mszczonów;żyrardowski;Płock;11040;8856;8703;153
143803;gm. Puszcza Mariańska;żyrardowski;Płock;8380;6715;6602;113
143804;gm. Radziejowice;żyrardowski;Płock;5944;4631;4473;158
143805;gm. Wiskitki;żyrardowski;Płock;9542;7687;7458;229
Miasto na prawach powiatu;;;;;;;
146101;m. Ostrołęka;Ostrołęka;Ostrołęka;47803;39091;38741;350
Miasto na prawach powiatu;;;;;;;
146201;m. Płock;Płock;Płock;107078;88984;88452;532
Miasto na prawach powiatu;;;;;;;
146301;m. Radom;Radom;Radom;186428;154174;153481;693
Miasto na prawach powiatu;;;;;;;
146401;m. Siedlce;Siedlce;Siedlce;71770;57298;56835;463
Miasto stołeczne Warszawa;;;;1637460;1312420;1265241;47176
146502;Bemowo;Warszawa;Warszawa;116558;91841;89082;2759
146503;Białołęka;Warszawa;Warszawa;128845;94533;91974;2559
146504;Bielany;Warszawa;Warszawa;117440;96848;93538;3310
146505;Mokotów;Warszawa;Warszawa;195408;160040;153598;6439
146506;Ochota;Warszawa;Warszawa;70836;58457;56172;2285
146507;Praga-Południe;Warszawa;Warszawa;164689;134318;131032;3286
146508;Praga-Północ;Warszawa;Warszawa;53538;45057;43375;1682
146509;Rembertów;Warszawa;Warszawa;22769;18125;17679;446
146510;Śródmieście;Warszawa;Warszawa;93442;79492;75779;3713
146511;Targówek;Warszawa;Warszawa;113323;92502;90568;1934
146512;Ursus;Warszawa;Warszawa;59671;45683;44052;1631
146513;Ursynów;Warszawa;Warszawa;139316;111370;107415;3955
146514;Wawer;Warszawa;Warszawa;77495;59946;58060;1886
146515;Wesoła;Warszawa;Warszawa;24534;19210;18341;869
146516;Wilanów;Warszawa;Warszawa;42333;29682;27904;1778
146517;Włochy;Warszawa;Warszawa;41519;32392;30751;1641
146518;Wola;Warszawa;Warszawa;125911;102751;97848;4903
146519;Żoliborz;Warszawa;Warszawa;49833;40173;38073;2100
Powiat brzeski;;;;82450;67555;67233;322
160101;m. Brzeg;brzeski;Opole;31217;25988;25870;118
160102;gm. Skarbimierz;brzeski;Opole;8099;6375;6324;51
160103;gm. Grodków;brzeski;Opole;17871;14570;14537;33
160104;gm. Lewin Brzeski;brzeski;Opole;11966;9856;9813;43
160105;gm. Lubsza;brzeski;Opole;8585;6975;6928;47
160106;gm. Olszanka;brzeski;Opole;4712;3791;3761;30
Powiat głubczycki;;;;41467;34516;34313;203
160201;gm. Baborów;głubczycki;Opole;5582;4675;4666;9
160202;gm. Branice;głubczycki;Opole;5918;4934;4878;56
160203;gm. Głubczyce;głubczycki;Opole;20159;16754;16651;103
160204;gm. Kietrz;głubczycki;Opole;9808;8153;8118;35
Powiat kędzierzyńsko-kozielski;;;;83205;69576;69284;290
160301;m. Kędzierzyn-Koźle;kędzierzyńsko-kozielski;Opole;51972;43719;43577;142
160302;gm. Bierawa;kędzierzyńsko-kozielski;Opole;7329;6027;5958;69
160303;gm. Cisek;kędzierzyńsko-kozielski;Opole;5233;4310;4289;21
160304;gm. Pawłowiczki;kędzierzyńsko-kozielski;Opole;6978;5799;5780;19
160305;gm. Polska Cerekiew;kędzierzyńsko-kozielski;Opole;3747;3169;3154;13
160306;gm. Reńska Wieś;kędzierzyńsko-kozielski;Opole;7946;6552;6526;26
Powiat kluczborski;;;;59399;49666;49446;220
160401;gm. Byczyna;kluczborski;Opole;8574;7063;7020;43
160402;gm. Kluczbork;kluczborski;Opole;32504;27331;27230;101
160403;gm. Lasowice Wielkie;kluczborski;Opole;6316;5270;5246;24
160404;gm. Wołczyn;kluczborski;Opole;12005;10002;9950;52
Powiat krapkowicki;;;;57997;48242;48031;211
160501;gm. Gogolin;krapkowicki;Opole;11866;9650;9595;55
160502;gm. Krapkowice;krapkowicki;Opole;20464;17258;17147;111
160503;gm. Strzeleczki;krapkowicki;Opole;7030;5764;5751;13
160504;gm. Walce;krapkowicki;Opole;5178;4249;4236;13
160505;gm. Zdzieszowice;krapkowicki;Opole;13459;11321;11302;19
Powiat namysłowski;;;;40674;33166;32927;239
160601;gm. Domaszowice;namysłowski;Opole;3449;2837;2802;35
160602;gm. Namysłów;namysłowski;Opole;24914;20227;20115;112
160603;gm. Pokój;namysłowski;Opole;4913;4049;4015;34
160604;gm. Świerczów;namysłowski;Opole;3189;2664;2624;40
160605;gm. Wilków;namysłowski;Opole;4209;3389;3371;18
Powiat nyski;;;;124828;104657;104244;413
160701;gm. Głuchołazy;nyski;Opole;21623;18243;18199;44
160702;gm. Kamiennik;nyski;Opole;3135;2636;2626;10
160703;gm. Korfantów;nyski;Opole;8460;7016;6996;20
160704;gm. Łambinowice;nyski;Opole;6772;5676;5625;51
160705;gm. Nysa;nyski;Opole;51496;43295;43144;151
160706;gm. Otmuchów;nyski;Opole;12663;10531;10474;57
160707;gm. Paczków;nyski;Opole;11401;9619;9589;30
160708;gm. Pakosławice;nyski;Opole;3333;2796;2771;25
160709;gm. Skoroszyce;nyski;Opole;5945;4845;4820;25
Powiat oleski;;;;60731;50245;50031;214
160801;gm. Dobrodzień;oleski;Opole;9151;7634;7612;22
160802;gm. Gorzów Śląski;oleski;Opole;6857;5656;5616;40
160803;gm. Olesno;oleski;Opole;16648;13880;13820;60
160804;gm. Praszka;oleski;Opole;12726;10522;10466;56
160805;gm. Radłów;oleski;Opole;4092;3344;3340;4
160806;gm. Rudniki;oleski;Opole;7834;6405;6388;17
160807;gm. Zębowice;oleski;Opole;3423;2804;2789;15
Powiat opolski;;;;116623;96391;95768;623
160901;gm. Chrząstowice;opolski;Opole;6836;5603;5538;65
160902;gm. Dąbrowa;opolski;Opole;7985;6550;6494;56
160903;gm. Dobrzeń Wielki;opolski;Opole;9076;7344;7320;24
160904;gm. Komprachcice;opolski;Opole;8684;7199;7163;36
160905;gm. Łubniany;opolski;Opole;9567;7897;7811;86
160906;gm. Murów;opolski;Opole;4990;4231;4179;52
160907;gm. Niemodlin;opolski;Opole;12145;9998;9968;30
160908;gm. Ozimek;opolski;Opole;17726;14883;14831;52
160909;gm. Popielów;opolski;Opole;7590;6309;6272;37
160910;gm. Prószków;opolski;Opole;8767;7117;7088;29
160911;gm. Tarnów Opolski;opolski;Opole;9053;7474;7430;44
160912;gm. Tułowice;opolski;Opole;4775;3996;3974;22
160913;gm. Turawa;opolski;Opole;9429;7790;7700;90
Powiat prudnicki;;;;50294;41728;41591;137
161001;gm. Biała;prudnicki;Opole;9938;8177;8158;19
161002;gm. Głogówek;prudnicki;Opole;12253;10139;10080;59
161003;gm. Lubrza;prudnicki;Opole;4129;3346;3329;17
161004;gm. Prudnik;prudnicki;Opole;23974;20066;20024;42
Powiat strzelecki;;;;69236;57019;56820;199
161101;gm. Izbicko;strzelecki;Opole;5216;4224;4213;11
161102;gm. Jemielnica;strzelecki;Opole;7202;5867;5859;8
161103;gm. Kolonowskie;strzelecki;Opole;5592;4662;4644;18
161104;gm. Leśnica;strzelecki;Opole;7167;5924;5907;17
161105;gm. Strzelce Opolskie;strzelecki;Opole;27522;22703;22604;99
161106;gm. Ujazd;strzelecki;Opole;6237;4960;4931;29
161107;gm. Zawadzkie;strzelecki;Opole;10300;8679;8662;17
Miasto na prawach powiatu;;;;;;;
166101;m. Opole;Opole;Opole;114686;94893;93876;1017
Powiat bieszczadzki;;;;20960;17281;17036;245
180103;gm. Czarna;bieszczadzki;Krosno;2326;1889;1856;33
180105;gm. Lutowiska;bieszczadzki;Krosno;2034;1742;1695;47
180108;gm. Ustrzyki Dolne;bieszczadzki;Krosno;16600;13650;13485;165
Powiat brzozowski;;;;64559;51966;51621;345
180201;gm. Brzozów;brzozowski;Krosno;26256;21059;20896;163
180202;gm. Domaradz;brzozowski;Krosno;5972;4769;4736;33
180203;gm. Dydnia;brzozowski;Krosno;7755;6362;6325;37
180204;gm. Haczów;brzozowski;Krosno;9050;7274;7242;32
180205;gm. Jasienica Rosielna;brzozowski;Krosno;7747;6127;6082;45
180206;gm. Nozdrzec;brzozowski;Krosno;7779;6375;6340;35
Powiat dębicki;;;;131815;105654;105301;353
180301;m. Dębica;dębicki;Rzeszów;42183;34747;34647;100
180302;gm. Brzostek;dębicki;Rzeszów;12808;10266;10236;30
180303;gm. Czarna;dębicki;Rzeszów;13268;10339;10285;54
180304;gm. Dębica;dębicki;Rzeszów;25564;20268;20215;53
180305;gm. Jodłowa;dębicki;Rzeszów;5287;4221;4199;22
180306;gm. Pilzno;dębicki;Rzeszów;18300;14468;14431;37
180307;gm. Żyraków;dębicki;Rzeszów;14405;11345;11288;57
Powiat jarosławski;;;;116092;94672;94004;668
180401;m. Jarosław;jarosławski;Przemyśl;34442;28895;28660;235
180402;m. Radymno;jarosławski;Przemyśl;5015;4210;4157;53
180403;gm. Chłopice;jarosławski;Przemyśl;5441;4439;4420;19
180404;gm. Jarosław;jarosławski;Przemyśl;13025;10462;10428;34
180405;gm. Laszki;jarosławski;Przemyśl;6740;5433;5391;42
180406;gm. Pawłosiów;jarosławski;Przemyśl;8369;6838;6788;50
180407;gm. Pruchnik;jarosławski;Przemyśl;9552;7663;7618;45
180408;gm. Radymno;jarosławski;Przemyśl;11118;8920;8850;70
180409;gm. Rokietnica;jarosławski;Przemyśl;4284;3431;3423;8
180410;gm. Roźwienica;jarosławski;Przemyśl;6201;4974;4950;24
180411;gm. Wiązownica;jarosławski;Przemyśl;11905;9407;9319;88
Powiat jasielski;;;;110069;90578;90165;412
180501;m. Jasło;jasielski;Krosno;32484;27517;27349;168
180502;gm. Brzyska;jasielski;Krosno;6487;5209;5192;17
180503;gm. Dębowiec;jasielski;Krosno;8913;7043;7003;39
180504;gm. Jasło;jasielski;Krosno;16155;13180;13151;29
180505;gm. Kołaczyce;jasielski;Krosno;8754;7169;7138;31
180506;gm. Krempna;jasielski;Krosno;1803;1491;1478;13
180507;gm. Nowy Żmigród;jasielski;Krosno;8834;7246;7208;38
180508;gm. Osiek Jasielski;jasielski;Krosno;5297;4240;4217;23
180509;gm. Skołyszyn;jasielski;Krosno;12217;10023;10008;15
180511;gm. Tarnowiec;jasielski;Krosno;9125;7460;7421;39
Powiat kolbuszowski;;;;61712;49945;49765;180
180601;gm. Cmolas;kolbuszowski;Tarnobrzeg;8091;6491;6472;19
180602;gm. Kolbuszowa;kolbuszowski;Tarnobrzeg;24172;19901;19848;53
180603;gm. Majdan Królewski;kolbuszowski;Tarnobrzeg;9844;7903;7875;28
180604;gm. Niwiska;kolbuszowski;Tarnobrzeg;6162;4881;4856;25
180605;gm. Raniżów;kolbuszowski;Tarnobrzeg;7047;5613;5591;22
180606;gm. Dzikowiec;kolbuszowski;Tarnobrzeg;6396;5156;5123;33
Powiat krośnieński;;;;110169;88923;88492;430
180701;gm. Chorkówka;krośnieński;Krosno;13449;10827;10794;32
180702;gm. Dukla;krośnieński;Krosno;14124;11494;11425;69
180703;gm. Iwonicz-Zdrój;krośnieński;Krosno;10471;8354;8291;63
180704;gm. Jedlicze;krośnieński;Krosno;14977;12123;12085;38
180705;gm. Korczyna;krośnieński;Krosno;11192;8983;8920;63
180706;gm. Krościenko Wyżne;krośnieński;Krosno;5487;4444;4429;15
180707;gm. Miejsce Piastowe;krośnieński;Krosno;13465;10980;10902;78
180708;gm. Rymanów;krośnieński;Krosno;15563;12496;12455;41
180709;gm. Wojaszówka;krośnieński;Krosno;9331;7514;7496;18
180710;gm. Jaśliska;krośnieński;Krosno;2110;1708;1695;13
Powiat leżajski;;;;67328;54766;54459;307
180801;m. Leżajsk;leżajski;Rzeszów;12826;10940;10796;144
180802;gm. Grodzisko Dolne;leżajski;Rzeszów;7909;6386;6359;27
180803;gm. Kuryłówka;leżajski;Rzeszów;5575;4460;4425;35
180804;gm. Leżajsk;leżajski;Rzeszów;20051;15968;15943;25
180805;gm. Nowa Sarzyna;leżajski;Rzeszów;20967;17012;16936;76
Powiat lubaczowski;;;;53649;44127;43856;271
180901;m. Lubaczów;lubaczowski;Przemyśl;11345;9483;9437;46
180902;gm. Cieszanów;lubaczowski;Przemyśl;6893;5763;5730;33
180903;gm. Horyniec-Zdrój;lubaczowski;Przemyśl;4456;3703;3644;59
180904;gm. Lubaczów;lubaczowski;Przemyśl;9182;7419;7367;52
180905;gm. Narol;lubaczowski;Przemyśl;7655;6318;6295;23
180906;gm. Oleszyce;lubaczowski;Przemyśl;6220;5047;5011;36
180907;gm. Stary Dzików;lubaczowski;Przemyśl;4185;3444;3432;12
180908;gm. Wielkie Oczy;lubaczowski;Przemyśl;3713;2950;2940;10
Powiat łańcucki;;;;80138;63696;63419;277
181001;m. Łańcut;łańcucki;Rzeszów;17053;13972;13852;120
181002;gm. Białobrzegi;łańcucki;Rzeszów;8653;6811;6805;6
181003;gm. Czarna;łańcucki;Rzeszów;11835;9279;9257;22
181004;gm. Łańcut;łańcucki;Rzeszów;21681;17123;17053;70
181005;gm. Markowa;łańcucki;Rzeszów;6471;5123;5100;23
181006;gm. Rakszawa;łańcucki;Rzeszów;7411;5856;5841;15
181007;gm. Żołynia;łańcucki;Rzeszów;7034;5532;5511;21
Powiat mielecki;;;;131562;106093;105593;500
181101;m. Mielec;mielecki;Tarnobrzeg;55537;45784;45599;185
181102;gm. Borowa;mielecki;Tarnobrzeg;5377;4383;4351;32
181103;gm. Czermin;mielecki;Tarnobrzeg;7146;5613;5582;31
181104;gm. Gawłuszowice;mielecki;Tarnobrzeg;2780;2204;2189;15
181105;gm. Mielec;mielecki;Tarnobrzeg;13315;10769;10712;57
181106;gm. Padew Narodowa;mielecki;Tarnobrzeg;5268;4249;4221;28
181107;gm. Przecław;mielecki;Tarnobrzeg;11999;9313;9257;56
181108;gm. Radomyśl Wielki;mielecki;Tarnobrzeg;14223;11215;11180;35
181109;gm. Tuszów Narodowy;mielecki;Tarnobrzeg;8260;6528;6486;42
181110;gm. Wadowice Górne;mielecki;Tarnobrzeg;7657;6035;6016;19
Powiat niżański;;;;64526;53195;52818;377
181201;gm. Harasiuki;niżański;Tarnobrzeg;5939;4915;4894;21
181202;gm. Jarocin;niżański;Tarnobrzeg;5315;4382;4335;47
181203;gm. Jeżowe;niżański;Tarnobrzeg;10074;7984;7918;66
181204;gm. Krzeszów;niżański;Tarnobrzeg;4176;3458;3426;32
181205;gm. Nisko;niżański;Tarnobrzeg;21160;17574;17464;110
181206;gm. Rudnik nad Sanem;niżański;Tarnobrzeg;9788;8120;8060;60
181207;gm. Ulanów;niżański;Tarnobrzeg;8074;6762;6721;41
Powiat przemyski;;;;72665;58685;58009;676
181301;gm. Bircza;przemyski;Przemyśl;6320;5196;5094;102
181302;gm. Dubiecko;przemyski;Przemyśl;9087;7370;7308;62
181303;gm. Fredropol;przemyski;Przemyśl;5300;4359;4271;88
181304;gm. Krasiczyn;przemyski;Przemyśl;5114;4116;3996;120
181305;gm. Krzywcza;przemyski;Przemyśl;4740;3808;3793;15
181306;gm. Medyka;przemyski;Przemyśl;6373;5080;5042;38
181307;gm. Orły;przemyski;Przemyśl;8751;6991;6935;56
181308;gm. Przemyśl;przemyski;Przemyśl;10383;8373;8299;74
181309;gm. Stubno;przemyski;Przemyśl;3901;3140;3122;18
181310;gm. Żurawica;przemyski;Przemyśl;12696;10252;10149;103
Powiat przeworski;;;;76845;62267;61788;479
181401;m. Przeworsk;przeworski;Przemyśl;14434;11996;11936;60
181402;gm. Adamówka;przeworski;Przemyśl;4095;3296;3282;14
181403;gm. Gać;przeworski;Przemyśl;4551;3638;3580;58
181404;gm. Jawornik Polski;przeworski;Przemyśl;4366;3623;3525;98
181405;gm. Kańczuga;przeworski;Przemyśl;11992;9807;9731;76
181406;gm. Przeworsk;przeworski;Przemyśl;14739;11740;11696;44
181407;gm. Sieniawa;przeworski;Przemyśl;6955;5712;5629;83
181408;gm. Tryńcza;przeworski;Przemyśl;8550;6720;6704;16
181409;gm. Zarzecze;przeworski;Przemyśl;7163;5735;5705;30
Powiat ropczycko-sędziszowski;;;;74131;58622;58411;211
181501;gm. Iwierzyce;ropczycko-sędziszowski;Rzeszów;7815;6141;6093;48
181502;gm. Ostrów;ropczycko-sędziszowski;Rzeszów;7437;5848;5818;30
181503;gm. Ropczyce;ropczycko-sędziszowski;Rzeszów;27286;21471;21426;45
181504;gm. Sędziszów Małopolski;ropczycko-sędziszowski;Rzeszów;23623;18789;18717;72
181505;gm. Wielopole Skrzyńskie;ropczycko-sędziszowski;Rzeszów;7970;6373;6357;16
Powiat rzeszowski;;;;170367;134102;133417;685
181601;m. Dynów;rzeszowski;Rzeszów;5970;4866;4839;27
181602;gm. Błażowa;rzeszowski;Rzeszów;10790;8650;8614;36
181603;gm. Boguchwała;rzeszowski;Rzeszów;20749;16412;16352;60
181604;gm. Chmielnik;rzeszowski;Rzeszów;6983;5511;5451;60
181605;gm. Dynów;rzeszowski;Rzeszów;6736;5449;5430;19
181606;gm. Głogów Małopolski;rzeszowski;Rzeszów;18858;14628;14539;89
181607;gm. Hyżne;rzeszowski;Rzeszów;7004;5546;5532;14
181608;gm. Kamień;rzeszowski;Rzeszów;6984;5604;5581;23
181609;gm. Krasne;rzeszowski;Rzeszów;12304;9517;9440;77
181610;gm. Lubenia;rzeszowski;Rzeszów;6443;5200;5172;28
181611;gm. Sokołów Małopolski;rzeszowski;Rzeszów;17218;13426;13389;37
181612;gm. Świlcza;rzeszowski;Rzeszów;16185;12823;12747;76
181613;gm. Trzebownisko;rzeszowski;Rzeszów;23235;17928;17848;80
181614;gm. Tyczyn;rzeszowski;Rzeszów;10908;8542;8483;59
Powiat sanocki;;;;89994;73894;73481;413
181701;m. Sanok;sanocki;Krosno;33949;28751;28536;215
181702;gm. Besko;sanocki;Krosno;4458;3493;3484;9
181703;gm. Bukowsko;sanocki;Krosno;5398;4248;4234;14
181704;gm. Komańcza;sanocki;Krosno;4299;3676;3647;29
181705;gm. Sanok;sanocki;Krosno;18065;14453;14407;46
181706;gm. Tyrawa Wołoska;sanocki;Krosno;1990;1585;1570;15
181707;gm. Zagórz;sanocki;Krosno;12804;10409;10362;47
181708;gm. Zarszyn;sanocki;Krosno;9031;7279;7241;38
Powiat stalowowolski;;;;99285;82337;81947;390
181801;m. Stalowa Wola;stalowowolski;Tarnobrzeg;53677;45289;45094;195
181802;gm. Bojanów;stalowowolski;Tarnobrzeg;7618;6173;6137;36
181803;gm. Pysznica;stalowowolski;Tarnobrzeg;11549;9365;9328;37
181804;gm. Radomyśl nad Sanem;stalowowolski;Tarnobrzeg;7193;5847;5816;31
181805;gm. Zaklików;stalowowolski;Tarnobrzeg;8277;6805;6747;58
181806;gm. Zaleszany;stalowowolski;Tarnobrzeg;10971;8858;8825;33
Powiat strzyżowski;;;;59818;48658;48487;171
181901;gm. Czudec;strzyżowski;Rzeszów;11634;9295;9258;37
181902;gm. Frysztak;strzyżowski;Rzeszów;10253;8370;8341;29
181903;gm. Niebylec;strzyżowski;Rzeszów;10355;8335;8298;37
181904;gm. Strzyżów;strzyżowski;Rzeszów;19724;16221;16169;52
181905;gm. Wiśniowa;strzyżowski;Rzeszów;7852;6437;6421;16
Powiat tarnobrzeski;;;;51261;42386;42158;228
182001;gm. Baranów Sandomierski;tarnobrzeski;Tarnobrzeg;11491;9515;9444;71
182002;gm. Gorzyce;tarnobrzeski;Tarnobrzeg;12682;10354;10305;49
182003;gm. Grębów;tarnobrzeski;Tarnobrzeg;9966;8126;8059;67
182004;gm. Nowa Dęba;tarnobrzeski;Tarnobrzeg;17122;14391;14350;41
Powiat leski;;;;25922;21423;21144;279
182101;gm. Baligród;leski;Krosno;3158;2586;2571;15
182102;gm. Cisna;leski;Krosno;1744;1462;1395;67
182103;gm. Lesko;leski;Krosno;10845;9005;8935;70
182104;gm. Olszanica;leski;Krosno;4830;3948;3920;28
182105;gm. Solina;leski;Krosno;5345;4422;4323;99
Miasto na prawach powiatu;;;;;;;
186101;m. Krosno;Krosno;Krosno;43013;35928;35786;142
Miasto na prawach powiatu;;;;;;;
186201;m. Przemyśl;Przemyśl;Przemyśl;54447;45873;45349;524
Miasto na prawach powiatu;;;;;;;
186301;m. Rzeszów;Rzeszów;Rzeszów;186011;148059;147132;927
Miasto na prawach powiatu;;;;;;;
186401;m. Tarnobrzeg;Tarnobrzeg;Tarnobrzeg;42922;36264;36025;239
Powiat augustowski;;;;54317;44653;44252;401
200101;m. Augustów;augustowski;Suwałki;27403;22703;22515;188
200102;gm. Augustów;augustowski;Suwałki;6678;5306;5296;10
200103;gm. Bargłów Kościelny;augustowski;Suwałki;5310;4255;4233;22
200104;gm. Lipsk;augustowski;Suwałki;4713;4038;4021;17
200105;gm. Nowinka;augustowski;Suwałki;2953;2372;2270;102
200106;gm. Płaska;augustowski;Suwałki;2442;2014;1964;50
200107;gm. Sztabin;augustowski;Suwałki;4818;3965;3953;12
Powiat białostocki;;;;150290;120053;118242;1811
200201;gm. Choroszcz;białostocki;Białystok;16322;12878;12820;58
200202;gm. Czarna Białostocka;białostocki;Białystok;10377;8524;8466;58
200203;gm. Dobrzyniewo Duże;białostocki;Białystok;9982;7791;7688;103
200204;gm. Gródek;białostocki;Białystok;5036;4202;4058;144
200205;gm. Juchnowiec Kościelny;białostocki;Białystok;16900;13188;12920;268
200206;gm. Łapy;białostocki;Białystok;20241;16843;16647;196
200207;gm. Michałowo;białostocki;Białystok;6162;5145;4943;202
200208;gm. Poświętne;białostocki;Białystok;3277;2672;2653;19
200209;gm. Supraśl;białostocki;Białystok;16710;13150;12905;245
200210;gm. Suraż;białostocki;Białystok;1932;1558;1532;26
200211;gm. Turośń Kościelna;białostocki;Białystok;6747;5322;5164;158
200212;gm. Tykocin;białostocki;Białystok;5986;4902;4851;51
200213;gm. Wasilków;białostocki;Białystok;18581;14187;14028;159
200214;gm. Zabłudów;białostocki;Białystok;9435;7511;7430;81
200215;gm. Zawady;białostocki;Białystok;2602;2180;2137;43
Powiat bielski;;;;52258;43174;42428;746
200301;m. Bielsk Podlaski;bielski;Białystok;23724;19616;19485;131
200302;m. Brańsk;bielski;Białystok;3635;2942;2897;45
200303;gm. Bielsk Podlaski;bielski;Białystok;6631;5523;5227;296
200304;gm. Boćki;bielski;Białystok;4131;3436;3316;120
200305;gm. Brańsk;bielski;Białystok;5567;4547;4521;26
200306;gm. Orla;bielski;Białystok;2582;2201;2103;98
200307;gm. Rudka;bielski;Białystok;1751;1454;1449;5
200308;gm. Wyszki;bielski;Białystok;4237;3455;3430;25
Powiat grajewski;;;;44498;36336;35917;419
200401;m. Grajewo;grajewski;Łomża;19880;16372;16150;222
200402;gm. Grajewo;grajewski;Łomża;5741;4546;4525;21
200403;gm. Radziłów;grajewski;Łomża;4596;3732;3682;50
200404;gm. Rajgród;grajewski;Łomża;4948;4100;4033;67
200405;gm. Szczuczyn;grajewski;Łomża;5844;4744;4700;44
200406;gm. Wąsosz;grajewski;Łomża;3489;2842;2827;15
Powiat hajnowski;;;;39907;33852;33239;613
200501;m. Hajnówka;hajnowski;Białystok;19053;15918;15842;76
200502;gm. Białowieża;hajnowski;Białystok;1985;1740;1637;103
200503;gm. Czeremcha;hajnowski;Białystok;2910;2525;2474;51
200504;gm. Czyże;hajnowski;Białystok;1850;1609;1599;10
200505;gm. Dubicze Cerkiewne;hajnowski;Białystok;1417;1254;1222;32
200506;gm. Hajnówka;hajnowski;Białystok;3761;3176;3083;93
200507;gm. Kleszczele;hajnowski;Białystok;2275;1948;1907;41
200508;gm. Narew;hajnowski;Białystok;3303;2821;2682;139
200509;gm. Narewka;hajnowski;Białystok;3353;2861;2793;68
Powiat kolneński;;;;36885;29946;29785;161
200601;m. Kolno;kolneński;Łomża;9446;7844;7824;20
200602;gm. Grabowo;kolneński;Łomża;3400;2749;2736;13
200603;gm. Kolno;kolneński;Łomża;8436;6678;6651;27
200604;gm. Mały Płock;kolneński;Łomża;4684;3839;3802;37
200605;gm. Stawiski;kolneński;Łomża;5862;4890;4841;49
200606;gm. Turośl;kolneński;Łomża;5057;3946;3931;15
Powiat łomżyński;;;;50424;40492;40089;403
200701;gm. Jedwabne;łomżyński;Łomża;5081;4148;4077;71
200702;gm. Łomża;łomżyński;Łomża;11700;9257;9101;156
200703;gm. Miastkowo;łomżyński;Łomża;4131;3255;3240;15
200704;gm. Nowogród;łomżyński;Łomża;3912;3202;3150;52
200705;gm. Piątnica;łomżyński;Łomża;10428;8378;8338;40
200706;gm. Przytuły;łomżyński;Łomża;2054;1658;1650;8
200707;gm. Śniadowo;łomżyński;Łomża;5245;4179;4163;16
200708;gm. Wizna;łomżyński;Łomża;3851;3133;3099;34
200709;gm. Zbójna;łomżyński;Łomża;4022;3282;3271;11
Powiat moniecki;;;;38458;31815;31399;416
200801;gm. Goniądz;moniecki;Białystok;4697;3868;3804;64
200802;gm. Jasionówka;moniecki;Białystok;2638;2207;2183;24
